API,Param,ratio,doc2.1_parsed_rmv1,tfdoc2.2
tf.io.decode_gif.yaml,contents,0.9904761904761905,A `Tensor` of type `string`. 0-D.  The GIF-encoded image.,A Tensor of type string. 0-D. The GIF-encoded image.
tf.strings.unicode_split_with_offsets.yaml,errors,0.994059405940594,Specifies the response when an input string can't be converted using the indicated encoding. One of: `'strict'`: Raise an exception for any illegal substrings.`'replace'`: Replace illegal substrings with `replacement_char`.`'ignore'`: Skip illegal substrings. ,Specifies the response when an input string can't be converted using the indicated encoding. One of: 'strict': Raise an exception for any illegal substrings. 'replace': Replace illegal substrings with replacement_char. 'ignore': Skip illegal substrings.
tf.strings.unicode_split_with_offsets.yaml,input,0.98989898989899,An `N` dimensional potentially ragged `string` tensor with shape`[D1...DN]`.  `N` must be statically known.,An N dimensional potentially ragged string tensor with shape [D1...DN]. N must be statically known.
tf.gather.yaml,axis,0.9953917050691244,"A `Tensor`. Must be one of the following types: `int32`, `int64`. The`axis` in `params` to gather `indices` from. Must be greater than or equal to `batch_dims`.  Defaults to the first non-batch dimension. Supports negative indexes.","A Tensor. Must be one of the following types: int32, int64. The axis in params to gather indices from. Must be greater than or equal to batch_dims. Defaults to the first non-batch dimension. Supports negative indexes."
tf.gather.yaml,batch_dims,0.9156626506024096,An `integer`.  The number of batch dimensions.  Must be less than `rank(indices)`.,An integer. The number of batch dimensions. Must be less than or equal to rank(indices).
tf.gather.yaml,params,0.9929078014184397,The `Tensor` from which to gather values. Must be at least rank`axis + 1`.,The Tensor from which to gather values. Must be at least rank axis + 1.
tf.gather.yaml,indices,0.9908256880733946,"The index `Tensor`.  Must be one of the following types: `int32`,`int64`. Must be in range `[0, params.shape[axis])`.","The index Tensor. Must be one of the following types: int32, int64. Must be in range [0, params.shape[axis])."
tf.ragged.row_splits_to_segment_ids.yaml,out_type,0.9951219512195122,"The dtype for the return value.  Defaults to `splits.dtype`, or `tf.int64` if `splits` does not have a dtype.","The dtype for the return value. Defaults to splits.dtype, or tf.int64 if splits does not have a dtype."
tf.ragged.row_splits_to_segment_ids.yaml,splits,0.9904761904761905,A sorted 1-D integer Tensor.  `splits[0]` must be zero.,A sorted 1-D integer Tensor. splits[0] must be zero.
tf.concat.yaml,axis,0.998272884283247,"0-D `int32` `Tensor`.  Dimension along which to concatenate. Must be in the range `[-rank(values), rank(values))`. As in Python, indexing for axis is 0-based. Positive axis in the rage of `[0, rank(values))` refers to `axis`-th dimension. And negative axis refers to `axis + rank(values)`-th dimension.","0-D int32 Tensor. Dimension along which to concatenate. Must be in the range [-rank(values), rank(values)). As in Python, indexing for axis is 0-based. Positive axis in the rage of [0, rank(values)) refers to axis-th dimension. And negative axis refers to axis + rank(values)-th dimension."
tf.ragged.range.yaml,limits,0.9935483870967742,Vector or scalar `Tensor`.  Specifies the exclusive upper limits for each range.,Vector or scalar Tensor. Specifies the exclusive upper limits for each range.
tf.ragged.range.yaml,deltas,0.9937106918238994,Vector or scalar `Tensor`.  Specifies the increment for each range. Defaults to `1`.,Vector or scalar Tensor. Specifies the increment for each range. Defaults to 1.
tf.ragged.range.yaml,dtype,0.9956709956709957,"The type of the elements of the resulting tensor.  If not specified, then a value is chosen based on the other args.","The type of the elements of the resulting tensor. If not specified, then a value is chosen based on the other args."
tf.ragged.range.yaml,row_splits_dtype,0.9882352941176471,`dtype` for the returned `RaggedTensor`'s `row_splits`tensor.  One of `tf.int32` or `tf.int64`.,dtype for the returned RaggedTensor's row_splits tensor. One of tf.int32 or tf.int64.
tf.ragged.range.yaml,starts,0.9969418960244648,"Vector or scalar `Tensor`.  Specifies the first entry for each range if `limits` is not `None`; otherwise, specifies the range limits, and the first entries default to `0`.","Vector or scalar Tensor. Specifies the first entry for each range if limits is not None; otherwise, specifies the range limits, and the first entries default to 0."
tf.ragged.boolean_mask.yaml,mask,0.9917355371900827,A potentially ragged boolean tensor.  `mask`'s shape must be a prefix of `data`'s shape.  `rank(mask)` must be known statically.,A potentially ragged boolean tensor. mask's shape must be a prefix of data's shape. rank(mask) must be known statically.
tf.io.decode_bmp.yaml,contents,0.9904761904761905,A `Tensor` of type `string`. 0-D.  The BMP-encoded image.,A Tensor of type string. 0-D. The BMP-encoded image.
tf.linalg.triangular_solve.yaml,adjoint,0.9699570815450643,An optional `bool`. Defaults to `False`. Boolean indicating whether to solve with `matrix` or its (block-wise)        adjoint.,An optional bool. Defaults to False. Boolean indicating whether to solve with matrix or its (block-wise) adjoint.
tf.linalg.triangular_solve.yaml,rhs,0.9848484848484849,"A `Tensor`. Must have the same type as `matrix`. Shape is `[..., M, K]`.","A Tensor. Must have the same type as matrix. Shape is [..., M, N]."
tf.roll.yaml,axis,0.9983079526226735,"A `Tensor`. Must be one of the following types: `int32`, `int64`. Dimension must be 0-D or 1-D. `axis[i]` specifies the dimension that the shift`shift[i]` should occur. If the same axis is referenced more than once, the total shift for that axis will be the sum of all the shifts that belong to that axis.","A Tensor. Must be one of the following types: int32, int64. Dimension must be 0-D or 1-D. axis[i] specifies the dimension that the shift shift[i] should occur. If the same axis is referenced more than once, the total shift for that axis will be the sum of all the shifts that belong to that axis."
tf.estimator.experimental.make_early_stopping_hook.yaml,run_every_secs,0.993006993006993,"If specified, calls `should_stop_fn` at an interval of`run_every_secs` seconds. Defaults to 60 seconds. Either this or`run_every_steps` must be set.","If specified, calls should_stop_fn at an interval of run_every_secs seconds. Defaults to 60 seconds. Either this or run_every_steps must be set."
tf.estimator.experimental.make_early_stopping_hook.yaml,run_every_steps,0.995260663507109,"If specified, calls `should_stop_fn` every`run_every_steps` steps. Either this or `run_every_secs` must be set.","If specified, calls should_stop_fn every run_every_steps steps. Either this or run_every_secs must be set."
tf.estimator.experimental.make_early_stopping_hook.yaml,should_stop_fn,0.9962264150943396,"`callable`, function that takes no arguments and returns a`bool`. If the function returns `True`, stopping will be initiated by the chief.","callable, function that takes no arguments and returns a bool. If the function returns True, stopping will be initiated by the chief."
tf.debugging.assert_negative.yaml,name,0.9927007299270073,"A name for this operation (optional).  Defaults to ""assert_negative"".","A name for this operation (optional). Defaults to ""assert_negative""."
tf.strings.ngrams.yaml,padding_width,0.9973753280839895,"If set, `padding_width` pad values will be added to both sides of each sequence. Defaults to `ngram_width`-1. Must be greater than (Note that 1-grams are never padded, regardless of this value.) ","If set, padding_width pad values will be added to both sides of each sequence. Defaults to ngram_width-1. Must be greater than (Note that 1-grams are never padded, regardless of this value.)"
tf.strings.ngrams.yaml,preserve_short_sequences,0.9966666666666667,"If true, then ensure that at least one ngram is generated for each input sequence.  In particular, if an input sequence is shorter than `min(ngram_width) + 2*pad_width`, then generate a single ngram containing the entire sequence.  If false, then no ngrams are generated for these short input sequences.","If true, then ensure that at least one ngram is generated for each input sequence. In particular, if an input sequence is shorter than min(ngram_width) + 2*pad_width, then generate a single ngram containing the entire sequence. If false, then no ngrams are generated for these short input sequences."
